home_player,away_player,sets,resulthome,resultaway,match_number
Nemes Gábor,Bíró Csaba,"['9-11', '7-11', '11-5', '2-11']",1,3,1
Nemes Gábor,Szarvas Tamás,"['8-11', '11-8', '6-11', '11-1']",3,2,5
Nemes Gábor,Schwáb Vilmos,"['11-7', '11-5', '9-11', '11-8']",3,1,9
Nemes Gábor,Nagy Zoltán,"['11-5', '11-4', '11-7']",3,0,13
Urbán Erika,Bíró Csaba,"['9-11', '11-6', '9-11', '11-7']",2,3,14
Urbán Erika,Szarvas Tamás,"['11-6', '4-11', '4-11', '12-10']",3,2,2
Urbán Erika,Schwáb Vilmos,"['6-11', '11-9', '11-9', '11-7']",3,1,6
Urbán Erika,Nagy Zoltán,"['8-11', '11-3', '11-5', '11-4']",3,1,10
Várady Ágnes,Bíró Csaba,"['9-11', '11-6', '3-11', '11-6']",3,2,11
Várady Ágnes,Szarvas Tamás,"['11-6', '11-6', '4-11', '11-8']",3,1,15
Várady Ágnes,Schwáb Vilmos,"['11-3', '15-17', '11-8', '11-6']",3,1,3
Várady Ágnes,Nagy Zoltán,"['5-11', '11-6', '11-5', '6-11']",3,2,7
Endrényi Gábor,Bíró Csaba,"['11-6', '6-11', '11-6', '11-7']",3,1,8
Endrényi Gábor,Szarvas Tamás,"['6-11', '11-4', '11-7', '11-13']",2,3,12
Endrényi Gábor,Schwáb Vilmos,"['4-11', '9-11', '11-7', '9-11']",1,3,16
Endrényi Gábor,Nagy Zoltán,"['5-11', '11-8', '5-11', '11-8']",2,3,4
