home_player,away_player,sets,resulthome,resultaway,match_number
Kiss Tamás,Szerdahelyi Péter,"['11-9', '11-8', '6-11', '11-4']",3,1,1
Kiss Tamás,Marosi Viktória dr.,"['8-11', '6-11', '3-11']",0,3,5
Kiss Tamás,Bodó Tivadar,"['9-11', '11-9', '6-11', '6-11']",1,3,9
Kiss Tamás,Nemes György,"['12-14', '9-11', '5-11']",0,3,13
Németh Bence,Szerdahelyi Péter,"['11-9', '11-6', '4-11', '22-20']",3,1,14
Németh Bence,Marosi Viktória dr.,"['11-5', '8-11', '11-6', '13-11']",3,1,2
Németh Bence,Bodó Tivadar,"['11-9', '11-7', '4-11', '11-13']",2,3,6
Németh Bence,Nemes György,"['11-2', '9-11', '11-9', '1-11']",2,3,10
Andrasek Attila,Szerdahelyi Péter,"['11-5', '1-11', '11-6', '14-16']",2,3,11
Andrasek Attila,Marosi Viktória dr.,"['11-5', '11-9', '11-6']",3,0,15
Andrasek Attila,Bodó Tivadar,"['11-8', '5-11', '9-11', '3-11']",1,3,3
Andrasek Attila,Nemes György,"['9-11', '11-9', '7-11', '8-11']",1,3,7
Bencsik Gergely,Szerdahelyi Péter,"['11-9', '11-2', '11-3']",3,0,8
Bencsik Gergely,Marosi Viktória dr.,"['11-13', '11-13', '6-11']",0,3,12
Bencsik Gergely,Bodó Tivadar,"['7-11', '8-11', '7-11']",0,3,16
Bencsik Gergely,Nemes György,"['4-11', '5-11', '5-11']",0,3,4
