home_player,away_player,sets,resulthome,resultaway,match_number
Németh Roland,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,1
Németh Roland,Tódor Attila,"['11-5', '11-5', '11-7']",3,0,5
Németh Roland,Horváth Zoltán,"['11-5', '11-1', '11-6']",3,0,9
Németh Roland,Freund Tamás,"['12-10', '7-11', '11-8', '11-5']",3,1,13
Klampár Tibor Kirill,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,14
Klampár Tibor Kirill,Tódor Attila,"['11-7', '11-4', '9-11', '11-9']",3,1,2
Klampár Tibor Kirill,Horváth Zoltán,"['11-5', '11-4', '11-9']",3,0,6
Klampár Tibor Kirill,Freund Tamás,"['13-11', '11-9', '7-11', '10-12']",3,2,10
Mezei Levente,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,11
Mezei Levente,Tódor Attila,"['11-8', '11-2', '11-8']",3,0,15
Mezei Levente,Horváth Zoltán,"['11-5', '6-11', '11-9', '11-7']",3,1,3
Mezei Levente,Freund Tamás,"['8-11', '11-6', '8-11', '10-12']",1,3,7
Morvay Bertalan,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,8
Morvay Bertalan,Tódor Attila,"['8-11', '7-11', '7-11']",0,3,12
Morvay Bertalan,Horváth Zoltán,"['6-11', '7-11', '8-11']",0,3,16
Morvay Bertalan,Freund Tamás,"['2-11', '4-11', '6-11']",0,3,4
