home_player,away_player,sets,resulthome,resultaway,match_number
Urbán Erika,Mezei Levente,"['7-11', '8-11', '11-5', '14-12']",2,3,1
Urbán Erika,Klampár Tibor ifj.,"['7-11', '7-11', '11-7', '11-6']",2,3,5
Urbán Erika,Klampár Tibor Kirill,"['11-8', '11-9', '10-12', '10-12']",2,3,9
Urbán Erika,Németh Roland,"['9-11', '3-11', '8-11']",0,3,13
Nemes Gábor,Mezei Levente,"['11-7', '11-9', '11-13', '10-12']",3,2,14
Nemes Gábor,Klampár Tibor ifj.,"['10-12', '7-11', '4-11']",0,3,2
Nemes Gábor,Klampár Tibor Kirill,"['10-12', '11-7', '3-11', '7-11']",1,3,6
Nemes Gábor,Németh Roland,"['7-11', '8-11', '8-11']",0,3,10
Várady ÁgnesSólyomi Péter,Mezei Levente,"['6-11', '8-11', '7-11']",0,3,11
Várady ÁgnesSólyomi Péter,Klampár Tibor ifj.,"['3-11', '5-11', '6-11']",0,3,15
Várady ÁgnesSólyomi Péter,Klampár Tibor Kirill,"['8-11', '3-11', '11-6', '8-11']",1,3,3
Várady ÁgnesSólyomi Péter,Németh Roland,"['6-11', '12-10', '3-11', '7-11']",1,3,7
Endrényi Gábor,Mezei Levente,"['9-11', '6-11', '8-11']",0,3,8
Endrényi Gábor,Klampár Tibor ifj.,"['11-8', '3-11', '11-2', '12-10']",3,1,12
Endrényi Gábor,Klampár Tibor Kirill,"['9-11', '6-11', '13-11', '8-11']",1,3,16
Endrényi Gábor,Németh Roland,"['9-11', '9-11', '3-11']",0,3,4
