home_player,away_player,sets,resulthome,resultaway,match_number
Freund Tamás,Kádár Péter,"['11-5', '10-12', '11-4', '4-11']",3,2,1
Freund Tamás,Arlóy Zsófia,"['11-6', '11-5', '11-6']",3,0,5
Freund Tamás,Várszegi István,"['10-12', '12-10', '7-11', '8-11']",1,3,9
Freund Tamás,Szabó Gergely,"['11-4', '11-5', '11-6']",3,0,13
Tódor Attila,Kádár Péter,"['9-11', '11-5', '7-11', '1-11']",1,3,14
Tódor Attila,Arlóy Zsófia,"['9-11', '9-11', '4-11']",0,3,2
Tódor Attila,Várszegi István,"['5-11', '6-11', '6-11']",0,3,6
Tódor Attila,Szabó Gergely,"['11-8', '11-2', '11-5']",3,0,10
Weidinger Zsolt,Kádár Péter,"['5-11', '11-9', '11-6', '4-11']",3,2,11
Weidinger Zsolt,Arlóy Zsófia,"['6-11', '11-5', '11-9', '8-11']",2,3,15
Weidinger Zsolt,Várszegi István,"['9-11', '1-11', '7-11']",0,3,3
Weidinger Zsolt,Szabó Gergely,"['11-1', '8-11', '11-13', '13-11']",3,2,7
Horváth Zoltán,Kádár Péter,"['11-8', '11-8', '10-12', '10-12']",2,3,8
Horváth Zoltán,Arlóy Zsófia,"['11-9', '11-5', '11-8']",3,0,12
Horváth Zoltán,Várszegi István,"['11-9', '11-9', '11-8']",3,0,16
Horváth Zoltán,Szabó Gergely,"['10-12', '11-9', '11-8', '11-5']",3,1,4
