home_player,away_player,sets,resulthome,resultaway,match_number
Bakó Szilvia,Zsigmond Olivér dr.,"['12-10', '5-11', '7-11', '11-5']",3,2,1
Bakó Szilvia,Berzy Tamás,"['7-11', '11-7', '9-11', '11-9']",2,3,5
Bakó Szilvia,Georgopulosz Vaszilisz,"['8-11', '11-4', '8-11', '11-7']",3,2,9
Bakó Szilvia,Németh Ádám dr.,"['10-12', '11-6', '6-11', '2-11']",1,3,13
Demeter Miklós,Zsigmond Olivér dr.,"['14-12', '14-16', '11-5', '9-11']",3,2,14
Demeter Miklós,Berzy Tamás,"['5-11', '11-9', '7-11', '5-11']",1,3,2
Demeter Miklós,Georgopulosz Vaszilisz,"['9-11', '11-7', '11-6', '11-5']",3,1,6
Demeter Miklós,Németh Ádám dr.,"['4-11', '11-8', '11-2', '3-11']",2,3,10
Aszalos Péter,Zsigmond Olivér dr.,"['5-11', '7-11', '6-11']",0,3,11
Aszalos Péter,Berzy Tamás,"['3-11', '2-11', '4-11']",0,3,15
Aszalos Péter,Georgopulosz Vaszilisz,"['12-14', '8-11', '10-12']",0,3,3
Aszalos Péter,Németh Ádám dr.,"['6-11', '3-11', '5-11']",0,3,7
Nincs játékos,Zsigmond Olivér dr.,"['0-11', '0-11', '0-11']",0,3,8
Nincs játékos,Berzy Tamás,"['0-11', '0-11', '0-11']",0,3,12
Nincs játékos,Georgopulosz Vaszilisz,"['0-11', '0-11', '0-11']",0,3,16
Nincs játékos,Németh Ádám dr.,"['0-11', '0-11', '0-11']",0,3,4
