home_player,away_player,sets,resulthome,resultaway,match_number
Nemes György,Pecsenyánszky István,"['5-11', '11-9', '11-9', '9-11']",3,2,1
Nemes György,Molnár Tibor,"['11-6', '8-11', '11-5', '11-8']",3,1,5
Nemes György,Sramkó László,"['11-6', '11-9', '11-1']",3,0,9
Nemes György,Farkas Márton,"['11-4', '11-9', '11-6']",3,0,13
Marosi Viktória dr.,Pecsenyánszky István,"['11-9', '13-11', '11-7']",3,0,14
Marosi Viktória dr.,Molnár Tibor,"['11-7', '11-9', '11-9']",3,0,2
Marosi Viktória dr.,Sramkó László,"['11-6', '10-12', '11-9', '8-11']",2,3,6
Marosi Viktória dr.,Farkas Márton,"['11-7', '11-5', '11-5']",3,0,10
Szerdahelyi Péter,Pecsenyánszky István,"['7-11', '11-4', '11-8', '18-20']",2,3,11
Szerdahelyi Péter,Molnár Tibor,"['11-7', '11-8', '11-7']",3,0,15
Szerdahelyi Péter,Sramkó László,"['9-11', '12-10', '8-11', '5-11']",1,3,3
Szerdahelyi Péter,Farkas Márton,"['9-11', '11-9', '7-11', '11-9']",3,2,7
Bodó Tivadar,Pecsenyánszky István,"['11-7', '11-6', '11-7']",3,0,8
Bodó Tivadar,Molnár Tibor,"['14-12', '11-7', '9-11', '6-11']",3,2,12
Bodó Tivadar,Sramkó László,"['11-3', '10-12', '11-6', '5-11']",3,2,16
Bodó Tivadar,Farkas Márton,"['11-7', '11-4', '11-7']",3,0,4
