home_player,away_player,sets,resulthome,resultaway,match_number
Hertelendy Amadó,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,1
Hertelendy Amadó,Farkas Márton,"['11-7', '7-11', '11-6', '11-8']",3,1,5
Hertelendy Amadó,Pecsenyánszky István,"['11-6', '11-9', '11-9']",3,0,9
Hertelendy Amadó,Sramkó László,"['11-5', '11-2', '8-11', '11-7']",3,1,13
Alaksa Levente,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,14
Alaksa Levente,Farkas Márton,"['11-8', '12-10', '11-8']",3,0,2
Alaksa Levente,Pecsenyánszky István,"['11-5', '11-2', '11-5']",3,0,6
Alaksa Levente,Sramkó László,"['11-7', '11-6', '7-11', '11-6']",3,1,10
Halász András,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,11
Halász András,Farkas Márton,"['11-6', '11-6', '9-11', '11-6']",3,1,15
Halász András,Pecsenyánszky István,"['11-8', '9-11', '10-12', '11-6']",3,2,3
Halász András,Sramkó László,"['6-11', '10-12', '11-7', '11-9']",3,2,7
Komár János,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,8
Komár János,Farkas Márton,"['9-11', '11-6', '11-8', '11-6']",3,1,12
Komár János,Pecsenyánszky István,"['11-9', '9-11', '5-11', '11-9']",3,2,16
Komár János,Sramkó László,"['11-6', '7-11', '8-11', '11-8']",3,2,4
