home_player,away_player,sets,resulthome,resultaway,match_number
Bencsik Gergely,Frecska Sándor,"['11-5', '12-14', '11-6', '6-11']",2,3,1
Bencsik Gergely,Berzy Tamás,"['6-11', '7-11', '13-15']",0,3,5
Bencsik Gergely,Zsigmond Olivér dr.,"['6-11', '7-11', '11-13']",0,3,9
Bencsik Gergely,Németh Ádám dr.,"['13-11', '0-11', '15-17', '8-11']",1,3,13
Németh Bence,Frecska Sándor,"['11-6', '6-11', '11-6', '11-6']",3,1,14
Németh Bence,Berzy Tamás,"['12-14', '11-6', '11-9', '11-9']",3,1,2
Németh Bence,Zsigmond Olivér dr.,"['11-5', '4-11', '11-6', '11-9']",3,1,6
Németh Bence,Németh Ádám dr.,"['4-11', '10-12', '5-11']",0,3,10
Barkóczi Attila,Frecska Sándor,"['9-11', '11-8', '11-8', '11-9']",3,1,11
Barkóczi Attila,Berzy Tamás,"['11-7', '5-11', '6-11', '6-11']",1,3,15
Barkóczi Attila,Zsigmond Olivér dr.,"['7-11', '8-11', '11-8', '8-11']",1,3,3
Barkóczi Attila,Németh Ádám dr.,"['9-11', '12-10', '7-11', '5-11']",1,3,7
Kiss Tamás,Frecska Sándor,"['12-10', '11-9', '8-11', '11-7']",3,1,8
Kiss Tamás,Berzy Tamás,"['11-2', '7-11', '9-11', '10-12']",1,3,12
Kiss Tamás,Zsigmond Olivér dr.,"['11-8', '11-2', '12-14', '11-6']",3,1,16
Kiss Tamás,Németh Ádám dr.,"['11-7', '9-11', '13-11', '9-11']",2,3,4
