home_player,away_player,sets,resulthome,resultaway,match_number
Gyenes Csaba,Weidinger Zsolt,"['11-9', '11-2', '11-7']",3,0,1
Gyenes Csaba,Tódor Attila,"['11-7', '11-8', '11-13', '3-11']",3,2,5
Gyenes Csaba,Horváth Zoltán,"['11-7', '11-6', '11-1']",3,0,9
Gyenes Csaba,Freund Tamás,"['4-11', '5-11', '13-11', '4-11']",1,3,13
Trungel Nagy Zsolt,Weidinger Zsolt,"['11-2', '6-11', '10-12', '9-11']",1,3,14
Trungel Nagy Zsolt,Tódor Attila,"['11-3', '9-11', '11-4', '11-9']",3,1,2
Trungel Nagy Zsolt,Horváth Zoltán,"['12-10', '11-7', '11-8']",3,0,6
Trungel Nagy Zsolt,Freund Tamás,"['10-12', '5-11', '11-7', '3-11']",1,3,10
Erdész Ákos,Weidinger Zsolt,"['8-11', '11-6', '10-12', '7-11']",1,3,11
Erdész Ákos,Tódor Attila,"['8-11', '8-11', '9-11']",0,3,15
Erdész Ákos,Horváth Zoltán,"['11-7', '3-11', '6-11', '10-12']",1,3,3
Erdész Ákos,Freund Tamás,"['5-11', '10-12', '4-11']",0,3,7
Czeglédi Viktor Dr.,Weidinger Zsolt,"['8-11', '9-11', '12-10', '10-12']",1,3,8
Czeglédi Viktor Dr.,Tódor Attila,"['9-11', '9-11', '8-11']",0,3,12
Czeglédi Viktor Dr.,Horváth Zoltán,"['9-11', '9-11', '8-11']",0,3,16
Czeglédi Viktor Dr.,Freund Tamás,"['10-12', '11-9', '3-11', '2-11']",1,3,4
