home_player,away_player,sets,resulthome,resultaway,match_number
Hegyi LászlóFrecska Sándor,Vadász Csaba,"['5-11', '13-11', '8-11', '9-11']",1,3,1
Hegyi LászlóFrecska Sándor,Lipka Zsolt,"['5-11', '13-11', '8-11', '9-11']",1,3,5
Hegyi LászlóFrecska Sándor,Horgonyi-Szabó Árpád,"['12-10', '8-11', '9-11', '7-11']",1,3,9
Hegyi LászlóFrecska Sándor,Király Zsolt,"['7-11', '5-11', '8-11']",0,3,13
Németh Ádám dr.,Vadász Csaba,"['13-11', '4-11', '13-11', '7-11']",2,3,14
Németh Ádám dr.,Lipka Zsolt,"['11-7', '7-11', '11-7', '7-11']",3,2,2
Németh Ádám dr.,Horgonyi-Szabó Árpád,"['11-9', '8-11', '11-8', '9-11']",3,2,6
Németh Ádám dr.,Király Zsolt,"['11-9', '7-11', '11-6', '7-11']",3,2,10
Berzy Tamás,Vadász Csaba,"['7-11', '11-13', '5-11']",0,3,11
Berzy Tamás,Lipka Zsolt,"['8-11', '6-11', '7-11']",0,3,15
Berzy Tamás,Horgonyi-Szabó Árpád,"['7-11', '11-7', '11-2', '7-11']",2,3,3
Berzy Tamás,Király Zsolt,"['11-6', '4-11', '8-11', '7-11']",1,3,7
Georgopulosz Vaszilisz,Vadász Csaba,"['6-11', '7-11', '8-11']",0,3,8
Georgopulosz Vaszilisz,Lipka Zsolt,"['11-6', '6-11', '11-7', '7-11']",3,2,12
Georgopulosz Vaszilisz,Horgonyi-Szabó Árpád,"['5-11', '16-14', '5-11', '3-11']",1,3,16
Georgopulosz Vaszilisz,Király Zsolt,"['7-11', '8-11', '11-9', '7-11']",1,3,4
