home_player,away_player,sets,resulthome,resultaway,match_number
Trungel Nagy Zsolt,Mezei Levente,"['8-11', '6-11', '9-11']",0,3,1
Trungel Nagy Zsolt,Klampár Tibor Kirill,"['13-15', '8-11', '12-14']",0,3,5
Trungel Nagy Zsolt,Németh Roland,"['12-14', '9-11', '11-9', '9-11']",1,3,9
Trungel Nagy Zsolt,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,13
Antal Sámuel Benedek,Mezei Levente,"['3-11', '20-22', '11-7', '9-11']",1,3,14
Antal Sámuel Benedek,Klampár Tibor Kirill,"['4-11', '11-9', '4-11', '3-11']",1,3,2
Antal Sámuel Benedek,Németh Roland,"['6-11', '12-14', '7-11']",0,3,6
Antal Sámuel Benedek,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,10
Erdész Tibor,Mezei Levente,"['2-11', '11-9', '6-11', '7-11']",1,3,11
Erdész Tibor,Klampár Tibor Kirill,"['6-11', '12-10', '5-11', '10-12']",1,3,15
Erdész Tibor,Németh Roland,"['5-11', '14-12', '9-11', '5-11']",1,3,3
Erdész Tibor,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,7
Czeglédi Viktor Dr.,Mezei Levente,"['8-11', '6-11', '4-11']",0,3,8
Czeglédi Viktor Dr.,Klampár Tibor Kirill,"['2-11', '2-11', '5-11']",0,3,12
Czeglédi Viktor Dr.,Németh Roland,"['5-11', '3-11', '6-11']",0,3,16
Czeglédi Viktor Dr.,Nincs játékos,"['11-0', '11-0', '11-0']",3,0,4
