home_player,away_player,sets,resulthome,resultaway,match_number
Király Zsolt,Frecska Sándor,"['11-7', '11-5', '11-6']",3,0,1
Király Zsolt,Zsigmond Olivér dr.,"['7-11', '11-8', '11-9', '11-7']",3,1,5
Király Zsolt,Berzy Tamás,"['5-11', '6-11', '14-12', '11-2']",3,2,9
Király Zsolt,Németh Ádám dr.,"['8-11', '11-4', '8-11', '11-7']",2,3,13
Lipka Zsolt,Frecska Sándor,"['11-6', '11-9', '13-11']",3,0,14
Lipka Zsolt,Zsigmond Olivér dr.,"['9-11', '11-4', '14-12', '6-11']",2,3,2
Lipka Zsolt,Berzy Tamás,"['8-11', '8-11', '9-11']",0,3,6
Lipka Zsolt,Németh Ádám dr.,"['13-11', '5-11', '5-11', '11-9']",2,3,10
Harsányi Zsolt Tamás,Frecska Sándor,"['11-7', '11-5', '11-8']",3,0,11
Harsányi Zsolt Tamás,Zsigmond Olivér dr.,"['11-7', '11-13', '11-7', '5-11']",2,3,15
Harsányi Zsolt Tamás,Berzy Tamás,"['15-13', '11-7', '6-11', '9-11']",3,2,3
Harsányi Zsolt Tamás,Németh Ádám dr.,"['11-6', '10-12', '3-11', '11-9']",2,3,7
Vadász Csaba,Frecska Sándor,"['11-2', '11-5', '11-8']",3,0,8
Vadász Csaba,Zsigmond Olivér dr.,"['11-5', '9-11', '7-11', '11-3']",3,2,12
Vadász Csaba,Berzy Tamás,"['11-8', '11-4', '7-11', '11-8']",3,1,16
Vadász Csaba,Németh Ádám dr.,"['11-6', '11-4', '11-5']",3,0,4
