home_player,away_player,sets,resulthome,resultaway,match_number
Lipka Zsolt,Nyilas Mihály Attila,"['11-6', '11-3', '9-11', '6-11']",3,2,1
Lipka Zsolt,Jurik Andrea,"['8-11', '11-1', '12-10', '4-11']",3,2,5
Lipka Zsolt,Demeter Miklós,"['7-11', '11-9', '11-8', '11-4']",3,1,9
Lipka Zsolt,Bakó Szilvia,"['11-9', '11-8', '11-9']",3,0,13
Harsányi Zsolt Tamás,Nyilas Mihály Attila,"['11-9', '11-6', '6-11', '11-6']",3,1,14
Harsányi Zsolt Tamás,Jurik Andrea,"['11-7', '11-9', '14-12']",3,0,2
Harsányi Zsolt Tamás,Demeter Miklós,"['11-6', '11-8', '11-8']",3,0,6
Harsányi Zsolt Tamás,Bakó Szilvia,"['8-11', '11-7', '6-11', '4-11']",1,3,10
Horgonyi-Szabó Árpád,Nyilas Mihály Attila,"['6-11', '8-11', '12-10', '11-7']",3,2,11
Horgonyi-Szabó Árpád,Jurik Andrea,"['13-11', '11-5', '11-6']",3,0,15
Horgonyi-Szabó Árpád,Demeter Miklós,"['9-11', '11-9', '11-7', '2-11']",3,2,3
Horgonyi-Szabó Árpád,Bakó Szilvia,"['11-7', '11-2', '8-11', '4-11']",2,3,7
Király Zsolt,Nyilas Mihály Attila,"['6-11', '12-14', '8-11']",0,3,8
Király Zsolt,Jurik Andrea,"['11-7', '11-7', '11-6']",3,0,12
Király Zsolt,Demeter Miklós,"['8-11', '8-11', '6-11']",0,3,16
Király Zsolt,Bakó Szilvia,"['7-11', '9-11', '11-7', '12-14']",1,3,4
