home_player,away_player,sets,resulthome,resultaway,match_number
Bíró Csaba,Farkas Márton,"['13-11', '12-14', '11-8', '8-11']",3,2,1
Bíró Csaba,Pecsenyánszky István,"['11-9', '12-10', '5-11', '11-6']",3,1,5
Bíró Csaba,Tóth Tamás,"['11-7', '11-13', '11-2', '11-7']",3,1,9
Bíró Csaba,Sramkó László,"['11-7', '11-6', '11-6']",3,0,13
Szarvas Tamás,Farkas Márton,"['12-14', '11-6', '11-8', '10-12']",3,2,14
Szarvas Tamás,Pecsenyánszky István,"['11-8', '11-6', '9-11', '11-9']",3,1,2
Szarvas Tamás,Tóth Tamás,"['11-5', '5-11', '6-11', '11-8']",2,3,6
Szarvas Tamás,Sramkó László,"['9-11', '11-7', '8-11', '11-3']",2,3,10
Schwáb Vilmos,Farkas Márton,"['8-11', '11-7', '11-13', '9-11']",1,3,11
Schwáb Vilmos,Pecsenyánszky István,"['12-10', '14-12', '4-11', '8-11']",3,2,15
Schwáb Vilmos,Tóth Tamás,"['7-11', '12-10', '10-12', '6-11']",1,3,3
Schwáb Vilmos,Sramkó László,"['12-10', '11-3', '11-4']",3,0,7
Nagy Zoltán,Farkas Márton,"['11-6', '9-11', '5-11', '11-7']",2,3,8
Nagy Zoltán,Pecsenyánszky István,"['9-11', '11-4', '5-11', '7-11']",1,3,12
Nagy Zoltán,Tóth Tamás,"['7-11', '11-6', '8-11', '11-6']",2,3,16
Nagy Zoltán,Sramkó László,"['3-11', '11-7', '13-15', '11-6']",3,2,4
