home_player,away_player,sets,resulthome,resultaway,match_number
Bencsik Gergely,Weidinger Zsolt,"['13-15', '11-7', '11-7', '11-1']",3,1,1
Bencsik Gergely,Tódor Attila,"['10-12', '11-8', '2-11', '11-4']",2,3,5
Bencsik Gergely,Horváth Zoltán,"['8-11', '11-7', '11-7', '11-7']",3,1,9
Bencsik Gergely,Freund Tamás,"['1-11', '6-11', '6-11']",0,3,13
Németh Bence,Weidinger Zsolt,"['11-7', '11-2', '9-11', '11-5']",3,1,14
Németh Bence,Tódor Attila,"['6-11', '7-11', '13-11', '11-4']",3,2,2
Németh Bence,Horváth Zoltán,"['7-11', '11-3', '14-12', '11-7']",3,1,6
Németh Bence,Freund Tamás,"['3-11', '5-11', '7-11']",0,3,10
Kiss Tamás,Weidinger Zsolt,"['12-10', '16-14', '11-3']",3,0,11
Kiss Tamás,Tódor Attila,"['12-10', '11-8', '11-3']",3,0,15
Kiss Tamás,Horváth Zoltán,"['11-3', '12-14', '11-9', '13-11']",3,1,3
Kiss Tamás,Freund Tamás,"['8-11', '2-11', '7-11']",0,3,7
Tóth Zsolt,Weidinger Zsolt,"['11-6', '11-7', '11-4']",3,0,8
Tóth Zsolt,Tódor Attila,"['8-11', '6-11', '11-6', '7-11']",1,3,12
Tóth Zsolt,Horváth Zoltán,"['10-12', '8-11', '11-6', '8-11']",1,3,16
Tóth Zsolt,Freund Tamás,"['11-7', '2-11', '5-11', '6-11']",1,3,4
