home_player,away_player,sets,resulthome,resultaway,match_number
Hertelendy Amadó,Nagy Andrea,"['11-9', '11-6', '11-4']",3,0,1
Hertelendy Amadó,Korály Csaba,"['11-5', '11-6', '7-11', '11-6']",3,1,5
Hertelendy Amadó,Farkas Zoltán,"['11-4', '11-5', '11-5']",3,0,9
Hertelendy Amadó,Solodovnikova Anna,"['11-9', '11-7', '11-13', '11-6']",3,1,13
Novák Balázs János,Nagy Andrea,"['6-11', '11-9', '11-7', '6-11']",3,2,14
Novák Balázs János,Korály Csaba,"['14-16', '11-6', '11-6', '11-6']",3,1,2
Novák Balázs János,Farkas Zoltán,"['11-3', '11-8', '11-7']",3,0,6
Novák Balázs János,Solodovnikova Anna,"['11-8', '11-7', '8-11', '12-10']",3,1,10
Halász András,Nagy Andrea,"['11-7', '11-8', '11-8']",3,0,11
Halász András,Korály Csaba,"['11-2', '11-6', '12-10']",3,0,15
Halász András,Farkas Zoltán,"['11-7', '11-6', '11-4']",3,0,3
Halász András,Solodovnikova Anna,"['11-7', '11-3', '12-10']",3,0,7
Komár János,Nagy Andrea,"['11-9', '11-3', '7-11', '11-6']",3,1,8
Komár János,Korály Csaba,"['10-12', '11-9', '9-11', '13-15']",1,3,12
Komár János,Farkas Zoltán,"['11-8', '10-12', '11-6', '11-2']",3,1,16
Komár János,Solodovnikova Anna,"['11-8', '6-11', '6-11', '7-11']",1,3,4
