home_player,away_player,sets,resulthome,resultaway,match_number
Hertelendy Amadó,Weidinger Zsolt,"['12-10', '13-11', '9-11', '11-9']",3,1,1
Hertelendy Amadó,Tódor Attila,"['11-9', '11-5', '11-7']",3,0,5
Hertelendy Amadó,Horváth Zoltán,"['11-5', '11-9', '11-5']",3,0,9
Hertelendy Amadó,Freund Tamás,"['7-11', '6-11', '3-11']",0,3,13
Alaksa Levente,Weidinger Zsolt,"['11-7', '11-0', '11-0']",3,0,14
Alaksa Levente,Tódor Attila,"['5-11', '11-5', '9-11', '11-9']",3,2,2
Alaksa Levente,Horváth Zoltán,"['11-7', '8-11', '11-4', '11-6']",3,1,6
Alaksa Levente,Freund Tamás,"['8-11', '6-11', '9-11']",0,3,10
Halász András,Weidinger Zsolt,"['12-10', '11-8', '6-11', '10-12']",3,2,11
Halász András,Tódor Attila,"['11-3', '11-6', '11-9']",3,0,15
Halász András,Horváth Zoltán,"['11-9', '13-15', '11-5', '11-3']",3,1,3
Halász András,Freund Tamás,"['11-7', '11-9', '6-11', '8-11']",2,3,7
Novák Balázs János,Weidinger Zsolt,"['13-11', '9-11', '11-6', '11-3']",3,1,8
Novák Balázs János,Tódor Attila,"['11-9', '11-8', '7-11', '11-9']",3,1,12
Novák Balázs János,Horváth Zoltán,"['11-9', '10-12', '12-10', '9-11']",3,2,16
Novák Balázs János,Freund Tamás,"['11-7', '6-11', '11-8', '9-11']",2,3,4
